id,text,date,source,clean,compound,sentiment,month
news_98,Concerns raised about long-term safety of GLP-1 receptor agonists like Wegovy. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-05-10,news,concern raised longterm safety glp receptor agonist like wegovy panel endocrinologist call comprehensive postmarket surveillance study,0.7645,positive,2024-05
news_99,Concerns raised about long-term safety of GLP-1 receptor agonists like Wegovy. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-08-06,news,concern raised longterm safety glp receptor agonist like wegovy panel endocrinologist call comprehensive postmarket surveillance study,0.7645,positive,2024-08
news_100,Concerns raised about long-term safety of GLP-1 receptor agonists like Ozempic. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-03-05,news,concern raised longterm safety glp receptor agonist like ozempic panel endocrinologist call comprehensive postmarket surveillance study,0.7645,positive,2024-03
news_101,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-03-13,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation,-0.8922,negative,2024-03
news_102,Ozempic covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-10-15,news,ozempic covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment,-0.3182,negative,2024-10
news_103,"Social media influencers fuel Ozempic trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-02-21,news,social medium influencers fuel ozempic trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure,-0.3182,negative,2024-02
news_104,"Wall Street analysts project Ozempic sales to reach $27 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-05-31,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-05
news_105,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-12-28,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged,0.5423,positive,2024-12
news_106,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-03-14,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial,0.5106,positive,2024-03
news_107,Global demand for Ozempic outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-06-28,news,global demand ozempic outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-06
news_108,"Wall Street analysts project Wegovy sales to reach $19 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-04-15,news,wall street analyst project wegovy sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-04
news_109,The rise of GLP-1 drugs like Wegovy is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-11-17,news,rise glp drug like wegovy reshaping food industry major food company report declining snack sale million american reduce caloric intake medication,0.3612,positive,2024-11
news_110,"Telehealth platforms make it easier than ever to get Ozempic prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-03-19,news,telehealth platform make easier ever get ozempic prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation,-0.8922,negative,2024-03
news_111,The FDA has expanded the approved use of Wegovy for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-10-26,news,fda expanded approved use wegovy chronic weight management adult obesity health official say drug represents major advancement obesity treatment option,0.4215,positive,2024-10
news_112,Insurance companies increasingly covering Wegovy for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-05-03,news,insurance company increasingly covering wegovy weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker,0.3182,positive,2024-05
news_113,Wegovy manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-05-08,news,wegovy manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage,-0.8316,negative,2024-05
news_114,Wegovy manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-12-31,news,wegovy manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage,-0.8316,negative,2024-12
news_115,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Ozempic, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-10-14,news,compounding pharmacy offer cheaper semaglutide alternative brandname ozempic sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-10
news_116,New competitor drugs challenge Wegovy dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-10-21,news,new competitor drug challenge wegovy dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial,0.5106,positive,2024-10
news_117,Doctors debate whether patients should stay on Ozempic indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-06-26,news,doctor debate whether patient stay ozempic indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-06
news_118,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Wegovy, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-12-08,news,compounding pharmacy offer cheaper semaglutide alternative brandname wegovy sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-12
news_119,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Ozempic, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-01-15,news,compounding pharmacy offer cheaper semaglutide alternative brandname ozempic sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-01
news_120,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-05-21,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-05
news_121,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-07-24,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation,-0.8922,negative,2024-07
news_122,Pediatric obesity experts discuss potential role of Ozempic in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-06-11,news,pediatric obesity expert discus potential role ozempic treating adolescent obesity promising trial result show significant weight reduction teenager aged,0.5423,positive,2024-06
news_123,Novo Nordisk reports Ozempic shortage easing as production capacity increases. The pharmaceutical company has invested $5.0 billion in new manufacturing facilities to meet unprecedented demand.,2024-07-14,news,novo nordisk report ozempic shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand,-0.128,negative,2024-07
news_124,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-06-14,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-06
news_125,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Ozempic, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-07-22,news,compounding pharmacy offer cheaper semaglutide alternative brandname ozempic sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-07
news_126,Novo Nordisk reports Ozempic shortage easing as production capacity increases. The pharmaceutical company has invested $2.9 billion in new manufacturing facilities to meet unprecedented demand.,2024-09-29,news,novo nordisk report ozempic shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand,-0.128,negative,2024-09
news_127,Global demand for Ozempic outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-06-14,news,global demand ozempic outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-06
news_128,Insurance companies increasingly covering Ozempic for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-05-05,news,insurance company increasingly covering ozempic weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker,0.3182,positive,2024-05
news_129,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-08-12,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment,-0.3182,negative,2024-08
news_130,Ozempic manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-05-13,news,ozempic manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage,-0.8316,negative,2024-05
news_131,Wegovy manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-12-20,news,wegovy manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage,-0.8316,negative,2024-12
news_132,"Social media influencers fuel Ozempic trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-02-23,news,social medium influencers fuel ozempic trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure,-0.3182,negative,2024-02
news_133,Doctors debate whether patients should stay on Ozempic indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-08-23,news,doctor debate whether patient stay ozempic indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-08
news_134,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Wegovy, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-06-26,news,compounding pharmacy offer cheaper semaglutide alternative brandname wegovy sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-06
news_135,Doctors debate whether patients should stay on Ozempic indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-12-31,news,doctor debate whether patient stay ozempic indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-12
news_136,"Wall Street analysts project Wegovy sales to reach $24 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-06-18,news,wall street analyst project wegovy sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-06
news_137,"Wall Street analysts project Wegovy sales to reach $16 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-12-30,news,wall street analyst project wegovy sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-12
news_138,Novo Nordisk reports Ozempic shortage easing as production capacity increases. The pharmaceutical company has invested $6.4 billion in new manufacturing facilities to meet unprecedented demand.,2024-05-07,news,novo nordisk report ozempic shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand,-0.128,negative,2024-05
news_139,New study finds Ozempic leads to average 18.5% body weight reduction in clinical trial involving 4554 participants. Researchers at Harvard Medical School report significant improvements in cardiovascular outcomes alongside weight loss.,2024-07-25,news,new study find ozempic lead average body weight reduction clinical trial involving participant researcher harvard medical school report significant improvement cardiovascular outcome alongside weight loss,0.2023,positive,2024-07
news_140,Global demand for Wegovy outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-06-30,news,global demand wegovy outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-06
news_141,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-11-27,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged,0.5423,positive,2024-11
news_142,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-10-12,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation,-0.8922,negative,2024-10
news_143,"Celebrity endorsements drive surge in Ozempic prescriptions for weight loss, raising ethical concerns among healthcare professionals about off-label use and medication shortages for diabetic patients.",2024-06-05,news,celebrity endorsement drive surge ozempic prescription weight loss raising ethical concern among healthcare professional offlabel use medication shortage diabetic patient,0.1027,positive,2024-06
news_144,Novo Nordisk reports Wegovy shortage easing as production capacity increases. The pharmaceutical company has invested $5.0 billion in new manufacturing facilities to meet unprecedented demand.,2024-06-25,news,novo nordisk report wegovy shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand,-0.128,negative,2024-06
news_145,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Wegovy, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-01-16,news,compounding pharmacy offer cheaper semaglutide alternative brandname wegovy sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-01
news_146,"New research suggests Ozempic may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-02-21,news,new research suggests ozempic may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary,-0.431,negative,2024-02
news_147,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-02-29,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial,0.5106,positive,2024-02
news_148,The rise of GLP-1 drugs like Ozempic is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-04-06,news,rise glp drug like ozempic reshaping food industry major food company report declining snack sale million american reduce caloric intake medication,0.3612,positive,2024-04
news_149,Doctors debate whether patients should stay on Ozempic indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-12-05,news,doctor debate whether patient stay ozempic indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-12
news_150,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-05-29,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure,-0.3182,negative,2024-05
news_151,Wegovy manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-10-14,news,wegovy manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage,-0.8316,negative,2024-10
news_152,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-04-06,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary,-0.431,negative,2024-04
news_153,The rise of GLP-1 drugs like Ozempic is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-07-16,news,rise glp drug like ozempic reshaping food industry major food company report declining snack sale million american reduce caloric intake medication,0.3612,positive,2024-07
news_154,Ozempic manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-04-19,news,ozempic manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage,-0.8316,negative,2024-04
news_155,Insurance companies increasingly covering Ozempic for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-01-24,news,insurance company increasingly covering ozempic weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker,0.3182,positive,2024-01
news_156,Concerns raised about long-term safety of GLP-1 receptor agonists like Ozempic. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-03-31,news,concern raised longterm safety glp receptor agonist like ozempic panel endocrinologist call comprehensive postmarket surveillance study,0.7645,positive,2024-03
news_157,Global demand for Wegovy outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-08-04,news,global demand wegovy outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-08
news_158,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-07-30,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment,-0.3182,negative,2024-07
news_159,Pediatric obesity experts discuss potential role of Ozempic in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-03-06,news,pediatric obesity expert discus potential role ozempic treating adolescent obesity promising trial result show significant weight reduction teenager aged,0.5423,positive,2024-03
news_160,Concerns raised about long-term safety of GLP-1 receptor agonists like Ozempic. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-03-26,news,concern raised longterm safety glp receptor agonist like ozempic panel endocrinologist call comprehensive postmarket surveillance study,0.7645,positive,2024-03
news_161,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-07-21,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary,-0.431,negative,2024-07
news_162,"Social media influencers fuel Ozempic trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-08-28,news,social medium influencers fuel ozempic trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure,-0.3182,negative,2024-08
news_163,Insurance companies increasingly covering Ozempic for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-05-03,news,insurance company increasingly covering ozempic weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker,0.3182,positive,2024-05
news_164,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-04-17,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation,-0.8922,negative,2024-04
news_165,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Ozempic, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-03-30,news,compounding pharmacy offer cheaper semaglutide alternative brandname ozempic sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-03
news_166,The FDA has expanded the approved use of Ozempic for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-04-04,news,fda expanded approved use ozempic chronic weight management adult obesity health official say drug represents major advancement obesity treatment option,0.4215,positive,2024-04
news_167,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-10-12,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation,-0.8922,negative,2024-10
news_168,The FDA has expanded the approved use of Wegovy for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-11-12,news,fda expanded approved use wegovy chronic weight management adult obesity health official say drug represents major advancement obesity treatment option,0.4215,positive,2024-11
news_169,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-10-15,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-10
news_170,Insurance companies increasingly covering Ozempic for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-11-28,news,insurance company increasingly covering ozempic weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker,0.3182,positive,2024-11
news_171,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-12-15,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary,-0.431,negative,2024-12
news_172,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-08-20,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-08
news_173,"Wall Street analysts project Ozempic sales to reach $20 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-07-07,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-07
news_174,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-07-24,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary,-0.431,negative,2024-07
news_175,Global demand for Ozempic outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-07-17,news,global demand ozempic outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-07
news_176,The rise of GLP-1 drugs like Wegovy is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-12-30,news,rise glp drug like wegovy reshaping food industry major food company report declining snack sale million american reduce caloric intake medication,0.3612,positive,2024-12
news_177,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-07-10,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial,0.5106,positive,2024-07
news_178,Global demand for Ozempic outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-11-15,news,global demand ozempic outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-11
news_179,Ozempic covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-04-02,news,ozempic covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment,-0.3182,negative,2024-04
news_180,Global demand for Ozempic outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-11-24,news,global demand ozempic outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-11
news_181,"Wall Street analysts project Ozempic sales to reach $19 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-09-06,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-09
news_182,Concerns raised about long-term safety of GLP-1 receptor agonists like Ozempic. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-06-18,news,concern raised longterm safety glp receptor agonist like ozempic panel endocrinologist call comprehensive postmarket surveillance study,0.7645,positive,2024-06
news_183,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-07-04,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-07
news_184,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-03-18,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged,0.5423,positive,2024-03
news_185,"Social media influencers fuel Ozempic trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-12-24,news,social medium influencers fuel ozempic trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure,-0.3182,negative,2024-12
news_186,"Wall Street analysts project Ozempic sales to reach $27 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-08-30,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-08
news_187,New study finds Ozempic leads to average 17.9% body weight reduction in clinical trial involving 3468 participants. Researchers at Cleveland Clinic report significant improvements in cardiovascular outcomes alongside weight loss.,2024-08-17,news,new study find ozempic lead average body weight reduction clinical trial involving participant researcher cleveland clinic report significant improvement cardiovascular outcome alongside weight loss,0.2023,positive,2024-08
news_188,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Wegovy, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-03-31,news,compounding pharmacy offer cheaper semaglutide alternative brandname wegovy sparking debate safety efficacy fda regulation compounded medication,0.4215,positive,2024-03
news_189,Global demand for Wegovy outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-05-29,news,global demand wegovy outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-05
news_190,New competitor drugs challenge Wegovy dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-03-27,news,new competitor drug challenge wegovy dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial,0.5106,positive,2024-03
news_191,"Economic analysis shows Ozempic could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-01-27,news,economic analysis show ozempic could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery,0.4939,positive,2024-01
news_192,"Counterfeit Wegovy found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-12-03,news,counterfeit wegovy found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller,-0.8225,negative,2024-12
news_193,"Wall Street analysts project Ozempic sales to reach $27 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-04-12,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high,0.0258,neutral,2024-04
news_194,Global demand for Wegovy outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-07-27,news,global demand wegovy outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide,0.3818,positive,2024-07
news_195,Doctors debate whether patients should stay on Ozempic indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-08-18,news,doctor debate whether patient stay ozempic indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management,0.0,neutral,2024-08
news_196,"Economic analysis shows Wegovy could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-05-04,news,economic analysis show wegovy could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery,0.4939,positive,2024-05
news_197,Novo Nordisk reports Wegovy shortage easing as production capacity increases. The pharmaceutical company has invested $7.2 billion in new manufacturing facilities to meet unprecedented demand.,2024-01-07,news,novo nordisk report wegovy shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand,-0.128,negative,2024-01
