id,text,date,source,clean,token_count
news_158,Exclusive: Wegovy fuels sharp rise in use of weight-loss drugs for US youth - Reuters. Exclusive: Wegovy fuels sharp rise in use of weight-loss drugs for US youth Reuters,2024-02-15,news,exclusive wegovy fuel sharp rise use weightloss drug youth reuters exclusive wegovy fuel sharp rise use weightloss drug youth reuters,20
news_159,"Exploding popularity of Ozempic, Wegovy among privately insured patients may worsen disparities - USC Today. Exploding popularity of Ozempic, Wegovy among privately insured patients may worsen disparities USC Today",2024-08-02,news,exploding popularity ozempic wegovy among privately insured patient may worsen disparity usc today exploding popularity ozempic wegovy among privately insured patient may worsen disparity usc today,26
news_160,Wegovy: Women Lose More Weight Than Men Taking Semaglutide - Healthline. Wegovy: Women Lose More Weight Than Men Taking Semaglutide Healthline,2024-06-28,news,wegovy woman lose weight men taking semaglutide healthline wegovy woman lose weight men taking semaglutide healthline,16
news_161,"Weight-loss drugs cost $1,000 a month but less than $25 to make. Why do we pay so much? - USA Today. Weight-loss drugs cost $1,000 a month but less than $25 to make. Why do we pay so much? USA Today",2024-03-29,news,weightloss drug cost month less make pay much usa today weightloss drug cost month less make pay much usa today,20
news_162,"Weight loss drugs like Wegovy may trigger eating disorders in some patients, doctors warn - NBC News. Weight loss drugs like Wegovy may trigger eating disorders in some patients, doctors warn NBC News",2024-08-05,news,weight loss drug wegovy may trigger eating disorder patient doctor warn nbc news weight loss drug wegovy may trigger eating disorder patient doctor warn nbc news,26
news_163,Can a Weight Loss Drug Protect Your Heart? Dr. Howard Weintraub Explains. - NYU Langone. Can a Weight Loss Drug Protect Your Heart? Dr. Howard Weintraub Explains. NYU Langone,2024-02-14,news,weight loss drug protect heart howard weintraub explains nyu langone weight loss drug protect heart howard weintraub explains nyu langone,20
news_164,How do GLP-1 weight loss drugs affect the liver? - michiganmedicine.org. How do GLP-1 weight loss drugs affect the liver? michiganmedicine.org,2024-08-14,news,glp weight loss drug affect liver michiganmedicineorg glp weight loss drug affect liver michiganmedicineorg,14
news_165,"Ozempic, Wegovy, Mounjaro: How to Maintain Weight After Stopping - Healthline. Ozempic, Wegovy, Mounjaro: How to Maintain Weight After Stopping Healthline",2024-01-24,news,ozempic wegovy mounjaro maintain weight stopping healthline ozempic wegovy mounjaro maintain weight stopping healthline,14
news_166,The heart of the question: Who can get Medicare-covered weight loss medicine? - michiganmedicine.org. The heart of the question: Who can get Medicare-covered weight loss medicine? michiganmedicine.org,2024-09-26,news,heart question medicarecovered weight loss medicine michiganmedicineorg heart question medicarecovered weight loss medicine michiganmedicineorg,14
news_167,Danish firm behind weight-loss drug Wegovy raises profit forecast to £15.3bn - The Guardian. Danish firm behind weight-loss drug Wegovy raises profit forecast to £15.3bn The Guardian,2024-05-02,news,danish firm behind weightloss drug wegovy raise profit forecast guardian danish firm behind weightloss drug wegovy raise profit forecast guardian,20
news_168,"Wegovy, Zepbound: 4 Ways to Increase Weight Loss on GLP-1 Drugs - Healthline. Wegovy, Zepbound: 4 Ways to Increase Weight Loss on GLP-1 Drugs Healthline",2024-07-16,news,wegovy zepbound way increase weight loss glp drug healthline wegovy zepbound way increase weight loss glp drug healthline,18
news_169,A big win for Wegovy: Weight loss drug semaglutide first in history to gain FDA approval for reducing heart risks - Cardiovascular Business. A big win for Wegovy: Weight loss drug semaglutide first in history to gain FDA approval for reducing heart risks Cardiovascular Business,2024-03-08,news,big win wegovy weight loss drug semaglutide first history gain fda approval reducing heart risk cardiovascular business big win wegovy weight loss drug semaglutide first history gain fda approval reducing heart risk cardiovascular business,34
news_170,VA Offers New Medical Weight-Loss Procedure - VA.gov Home | Veterans Affairs. VA Offers New Medical Weight-Loss Procedure VA.gov Home | Veterans Affairs,2024-02-15,news,offer new medical weightloss procedure vagov home veteran affair offer new medical weightloss procedure vagov home veteran affair,18
news_171,"Naperville woman shares story, gains more weight after stopping prescribed weight loss medication - ABC7 Chicago. Naperville woman shares story, gains more weight after stopping prescribed weight loss medication ABC7 Chicago",2024-01-04,news,naperville woman share story gain weight stopping prescribed weight loss medication abc chicago naperville woman share story gain weight stopping prescribed weight loss medication abc chicago,26
news_172,How weight loss medications are changing the sleep field - American Academy of Sleep Medicine | AASM. How weight loss medications are changing the sleep field American Academy of Sleep Medicine | AASM,2024-10-04,news,weight loss medication changing sleep field american academy sleep medicine aasm weight loss medication changing sleep field american academy sleep medicine aasm,22
news_173,Semaglutide in Patients with Obesity-Related Heart Failure and Type 2 Diabetes - The New England Journal of Medicine. Semaglutide in Patients with Obesity-Related Heart Failure and Type 2 Diabetes The New England Journal of Medicine,2024-04-06,news,semaglutide patient obesityrelated heart failure type diabetes new england journal medicine semaglutide patient obesityrelated heart failure type diabetes new england journal medicine,22
news_174,Semaglutide and cardiovascular outcomes in patients with obesity and prevalent heart failure: a prespecified analysis of the SELECT trial - The Lancet. Semaglutide and cardiovascular outcomes in patients with obesity and prevalent heart failure: a prespecified analysis of the SELECT trial The Lancet,2024-08-24,news,semaglutide cardiovascular outcome patient obesity prevalent heart failure prespecified analysis select trial lancet semaglutide cardiovascular outcome patient obesity prevalent heart failure prespecified analysis select trial lancet,26
news_175,Impact of semaglutide on osteoarthritis risk in patients with obesity: A retrospective cohort study - Wiley Online Library. Impact of semaglutide on osteoarthritis risk in patients with obesity: A retrospective cohort study Wiley Online Library,2024-05-29,news,impact semaglutide osteoarthritis risk patient obesity retrospective cohort study wiley online library impact semaglutide osteoarthritis risk patient obesity retrospective cohort study wiley online library,24
news_176,Semaglutide Improves Cardiovascular Outcomes in Patients With History of Coronary Artery Bypass Graft and Obesity - JACC Journals. Semaglutide Improves Cardiovascular Outcomes in Patients With History of Coronary Artery Bypass Graft and Obesity JACC Journals,2024-11-18,news,semaglutide improves cardiovascular outcome patient history coronary artery bypass graft obesity jacc journal semaglutide improves cardiovascular outcome patient history coronary artery bypass graft obesity jacc journal,26
news_177,"Semaglutide Linked to Reduced Health Care Expenses for Patients With Obesity, HF, ASCVD - The American Journal of Managed Care® (AJMC®). Semaglutide Linked to Reduced Health Care Expenses for Patients With Obesity, HF, ASCVD The American Journal of Managed Care® (AJMC®)",2024-11-06,news,semaglutide linked reduced health care expense patient obesity ascvd american journal managed care ajmc semaglutide linked reduced health care expense patient obesity ascvd american journal managed care ajmc,28
news_178,Oral Semaglutide 25-mg Dose May Provide Most Benefit - Medscape. Oral Semaglutide 25-mg Dose May Provide Most Benefit Medscape,2024-11-11,news,oral semaglutide dose may provide benefit medscape oral semaglutide dose may provide benefit medscape,14
news_179,Long-term kidney outcomes of semaglutide in obesity and cardiovascular disease in the SELECT trial - Nature. Long-term kidney outcomes of semaglutide in obesity and cardiovascular disease in the SELECT trial Nature,2024-05-25,news,longterm kidney outcome semaglutide obesity cardiovascular disease select trial nature longterm kidney outcome semaglutide obesity cardiovascular disease select trial nature,20
news_180,Once-Weekly Semaglutide in Persons with Obesity and Knee Osteoarthritis - The New England Journal of Medicine. Once-Weekly Semaglutide in Persons with Obesity and Knee Osteoarthritis The New England Journal of Medicine,2024-10-30,news,onceweekly semaglutide person obesity knee osteoarthritis new england journal medicine onceweekly semaglutide person obesity knee osteoarthritis new england journal medicine,20
news_181,Semaglutide versus placebo in people with obesity-related heart failure with preserved ejection fraction: a pooled analysis of the STEP-HFpEF and STEP-HFpEF DM randomised trials - The Lancet. Semaglutide versus placebo in people with obesity-related heart failure with preserved ejection fraction: a pooled analysis of the STEP-HFpEF and STEP-HFpEF DM randomised trials The Lancet,2024-04-07,news,semaglutide versus placebo people obesityrelated heart failure preserved ejection fraction pooled analysis stephfpef stephfpef randomised trial lancet semaglutide versus placebo people obesityrelated heart failure preserved ejection fraction pooled analysis stephfpef stephfpef randomised trial lancet,34
news_182,Efficacy and safety of semaglutide 2.4 mg by race and ethnicity: A post hoc analysis of three randomized controlled trials - Wiley Online Library. Efficacy and safety of semaglutide 2.4 mg by race and ethnicity: A post hoc analysis of three randomized controlled trials Wiley Online Library,2024-06-27,news,efficacy safety semaglutide race ethnicity post hoc analysis three randomized controlled trial wiley online library efficacy safety semaglutide race ethnicity post hoc analysis three randomized controlled trial wiley online library,30
news_183,Semaglutide in patients with overweight or obesity and chronic kidney disease without diabetes: a randomized double-blind placebo-controlled clinical trial - Nature. Semaglutide in patients with overweight or obesity and chronic kidney disease without diabetes: a randomized double-blind placebo-controlled clinical trial Nature,2024-10-25,news,semaglutide patient overweight obesity chronic kidney disease without diabetes randomized doubleblind placebocontrolled clinical trial nature semaglutide patient overweight obesity chronic kidney disease without diabetes randomized doubleblind placebocontrolled clinical trial nature,30
news_184,Obesity pharmacotherapy in older adults: a narrative review of evidence - Nature. Obesity pharmacotherapy in older adults: a narrative review of evidence Nature,2024-05-06,news,obesity pharmacotherapy older adult narrative review evidence nature obesity pharmacotherapy older adult narrative review evidence nature,16
news_185,"Efficacy and safety of once-weekly semaglutide 2·4 mg versus placebo in people with obesity and prediabetes (STEP 10): a randomised, double-blind, placebo-controlled, multicentre phase 3 trial - The Lancet. Efficacy and safety of once-weekly semaglutide 2·4 mg versus placebo in people with obesity and prediabetes (STEP 10): a randomised, double-blind, placebo-controlled, multicentre phase 3 trial The Lancet",2024-07-29,news,efficacy safety onceweekly semaglutide versus placebo people obesity prediabetes step randomised doubleblind placebocontrolled multicentre phase trial lancet efficacy safety onceweekly semaglutide versus placebo people obesity prediabetes step randomised doubleblind placebocontrolled multicentre phase trial lancet,34
news_186,"The risk of depression, anxiety, and suicidal behavior in patients with obesity on glucagon like peptide-1 receptor agonist therapy | Scientific Reports - Nature. The risk of depression, anxiety, and suicidal behavior in patients with obesity on glucagon like peptide-1 receptor agonist therapy | Scientific Reports Nature",2024-10-18,news,risk depression anxiety suicidal behavior patient obesity glucagon peptide receptor agonist therapy scientific report nature risk depression anxiety suicidal behavior patient obesity glucagon peptide receptor agonist therapy scientific report nature,30
news_187,Weight loss and cardiovascular disease risk outcomes of semaglutide: a one-year multicentered study - Nature. Weight loss and cardiovascular disease risk outcomes of semaglutide: a one-year multicentered study Nature,2024-02-01,news,weight loss cardiovascular disease risk outcome semaglutide oneyear multicentered study nature weight loss cardiovascular disease risk outcome semaglutide oneyear multicentered study nature,22
news_188,Semaglutide 2.4 mg clinical outcomes in patients with obesity or overweight in a real-world setting: A 6-month retrospective study in the United States (SCOPE) - Wiley Online Library. Semaglutide 2.4 mg clinical outcomes in patients with obesity or overweight in a real-world setting: A 6-month retrospective study in the United States (SCOPE) Wiley Online Library,2024-02-08,news,semaglutide clinical outcome patient obesity overweight realworld setting month retrospective study united state scope wiley online library semaglutide clinical outcome patient obesity overweight realworld setting month retrospective study united state scope wiley online library,34
news_189,Semaglutide associated with lower risk of suicidal ideations compared to other treatments prescribed for obesity or type 2 diabetes - National Institute on Drug Abuse (NIDA) (.gov). Semaglutide associated with lower risk of suicidal ideations compared to other treatments prescribed for obesity or type 2 diabetes National Institute on Drug Abuse (NIDA) (.gov),2024-01-05,news,semaglutide associated lower risk suicidal ideation compared treatment prescribed obesity type diabetes national institute drug abuse nida gov semaglutide associated lower risk suicidal ideation compared treatment prescribed obesity type diabetes national institute drug abuse nida gov,36
news_190,GLP-1-directed NMDA receptor antagonism for obesity treatment - Nature. GLP-1-directed NMDA receptor antagonism for obesity treatment Nature,2024-05-15,news,glpdirected nmda receptor antagonism obesity treatment nature glpdirected nmda receptor antagonism obesity treatment nature,14
news_191,Semaglutide Improves Hidradenitis Suppurativa in Patients With Obesity - The American Journal of Managed Care® (AJMC®). Semaglutide Improves Hidradenitis Suppurativa in Patients With Obesity The American Journal of Managed Care® (AJMC®),2024-09-24,news,semaglutide improves hidradenitis suppurativa patient obesity american journal managed care ajmc semaglutide improves hidradenitis suppurativa patient obesity american journal managed care ajmc,22
news_192,Anti-obesity drug lowers heart-related problems - Harvard Health. Anti-obesity drug lowers heart-related problems Harvard Health,2024-02-01,news,antiobesity drug lower heartrelated problem harvard health antiobesity drug lower heartrelated problem harvard health,14
news_193,"Semaglutide May Protect Kidneys of People With CV Disease and Overweight, Obesity - Docwire News. Semaglutide May Protect Kidneys of People With CV Disease and Overweight, Obesity Docwire News",2024-06-07,news,semaglutide may protect kidney people disease overweight obesity docwire news semaglutide may protect kidney people disease overweight obesity docwire news,20
news_194,Transforming body composition with semaglutide in adults with obesity and type 2 diabetes mellitus - Frontiers. Transforming body composition with semaglutide in adults with obesity and type 2 diabetes mellitus Frontiers,2024-06-03,news,transforming body composition semaglutide adult obesity type diabetes mellitus frontier transforming body composition semaglutide adult obesity type diabetes mellitus frontier,20
news_195,"Prescribing semaglutide for weight loss in non-diabetic, obese patients is associated with an increased risk of erectile dysfunction: a TriNetX database study | International Journal of Impotence Research - Nature. Prescribing semaglutide for weight loss in non-diabetic, obese patients is associated with an increased risk of erectile dysfunction: a TriNetX database study | International Journal of Impotence Research Nature",2024-05-22,news,prescribing semaglutide weight loss nondiabetic obese patient associated increased risk erectile dysfunction trinetx database study international journal impotence research nature prescribing semaglutide weight loss nondiabetic obese patient associated increased risk erectile dysfunction trinetx database study international journal impotence research nature,40
news_196,"Trial Shows Semaglutide 2.4 mg Reduces Hospitalizations, Stays in Obese Adults with Cardiovascular Disease - Applied Clinical Trials Online. Trial Shows Semaglutide 2.4 mg Reduces Hospitalizations, Stays in Obese Adults with Cardiovascular Disease Applied Clinical Trials Online",2024-11-04,news,trial show semaglutide reduces hospitalization stay obese adult cardiovascular disease applied clinical trial online trial show semaglutide reduces hospitalization stay obese adult cardiovascular disease applied clinical trial online,28
news_197,Semaglutide Bests Liraglutide in Long-Term Weight Loss - Medscape. Semaglutide Bests Liraglutide in Long-Term Weight Loss Medscape,2024-09-20,news,semaglutide best liraglutide longterm weight loss medscape semaglutide best liraglutide longterm weight loss medscape,14
news_198,Cleveland Clinic Study IDs Factors Behind Long-Term Weight Loss with GLP-1 RA Drugs - Cleveland Clinic Newsroom. Cleveland Clinic Study IDs Factors Behind Long-Term Weight Loss with GLP-1 RA Drugs Cleveland Clinic Newsroom,2024-09-13,news,cleveland clinic study id factor behind longterm weight loss glp drug cleveland clinic newsroom cleveland clinic study id factor behind longterm weight loss glp drug cleveland clinic newsroom,28
news_199,FDA Approves Semaglutide to Prevent Heart Events in Patients With CVD and Excess Weight - The American Journal of Managed Care® (AJMC®). FDA Approves Semaglutide to Prevent Heart Events in Patients With CVD and Excess Weight The American Journal of Managed Care® (AJMC®),2024-03-08,news,fda approves semaglutide prevent heart event patient cvd excess weight american journal managed care ajmc fda approves semaglutide prevent heart event patient cvd excess weight american journal managed care ajmc,30
news_200,Associations of semaglutide with incidence and recurrence of alcohol use disorder in real-world population - Nature. Associations of semaglutide with incidence and recurrence of alcohol use disorder in real-world population Nature,2024-05-28,news,association semaglutide incidence recurrence alcohol use disorder realworld population nature association semaglutide incidence recurrence alcohol use disorder realworld population nature,20
news_201,"How Semaglutide is Turning Tides in Obesity, Diabetes, Kidney, and Cardiovascular Care - MedCentral. How Semaglutide is Turning Tides in Obesity, Diabetes, Kidney, and Cardiovascular Care MedCentral",2024-01-02,news,semaglutide turning tide obesity diabetes kidney cardiovascular care medcentral semaglutide turning tide obesity diabetes kidney cardiovascular care medcentral,18
news_202,Adults receiving semaglutide as their first obesity medication lose more weight - Healio. Adults receiving semaglutide as their first obesity medication lose more weight Healio,2024-04-25,news,adult receiving semaglutide first obesity medication lose weight healio adult receiving semaglutide first obesity medication lose weight healio,18
news_203,Semaglutide improves symptoms and function in obesity-related heart failure - 2 Minute Medicine. Semaglutide improves symptoms and function in obesity-related heart failure 2 Minute Medicine,2024-05-03,news,semaglutide improves symptom function obesityrelated heart failure minute medicine semaglutide improves symptom function obesityrelated heart failure minute medicine,18
news_204,Glucagon-like peptide-1 receptor: mechanisms and advances in therapy | Signal Transduction and Targeted Therapy - Nature. Glucagon-like peptide-1 receptor: mechanisms and advances in therapy | Signal Transduction and Targeted Therapy Nature,2024-09-18,news,glucagonlike peptide receptor mechanism advance therapy signal transduction targeted therapy nature glucagonlike peptide receptor mechanism advance therapy signal transduction targeted therapy nature,22
news_205,New Science Suggests Semaglutide Improves CV Outcomes Beyond Weight Loss - American College of Cardiology. New Science Suggests Semaglutide Improves CV Outcomes Beyond Weight Loss American College of Cardiology,2024-08-30,news,new science suggests semaglutide improves outcome beyond weight loss american college cardiology new science suggests semaglutide improves outcome beyond weight loss american college cardiology,24
news_206,VisualAbstract: Semaglutide Improves Outcomes in Patients with Obesity-Related Heart Failure and Type 2 Diabetes - 2 Minute Medicine. VisualAbstract: Semaglutide Improves Outcomes in Patients with Obesity-Related Heart Failure and Type 2 Diabetes 2 Minute Medicine,2024-05-14,news,visualabstract semaglutide improves outcome patient obesityrelated heart failure type diabetes minute medicine visualabstract semaglutide improves outcome patient obesityrelated heart failure type diabetes minute medicine,24
news_207,Semaglutide—a new treatment for obesity-related heart failure with preserved ejection fraction? - The Lancet. Semaglutide—a new treatment for obesity-related heart failure with preserved ejection fraction? The Lancet,2024-04-07,news,semaglutidea new treatment obesityrelated heart failure preserved ejection fraction lancet semaglutidea new treatment obesityrelated heart failure preserved ejection fraction lancet,20
news_208,Tirzepatide beats semaglutide in lowering diabetes risk and cardiovascular events in obesity patients - News-Medical. Tirzepatide beats semaglutide in lowering diabetes risk and cardiovascular events in obesity patients News-Medical,2024-08-28,news,tirzepatide beat semaglutide lowering diabetes risk cardiovascular event obesity patient newsmedical tirzepatide beat semaglutide lowering diabetes risk cardiovascular event obesity patient newsmedical,22
news_209,Exercise Medicine Helps Patient With ‘Osteobesity’ Avoid Knee Replacement - Cleveland Clinic. Exercise Medicine Helps Patient With ‘Osteobesity’ Avoid Knee Replacement Cleveland Clinic,2024-10-11,news,exercise medicine help patient osteobesity avoid knee replacement cleveland clinic exercise medicine help patient osteobesity avoid knee replacement cleveland clinic,20
news_210,Effect of Semaglutide in Individuals With Obesity or Overweight Without Diabetes - Cureus. Effect of Semaglutide in Individuals With Obesity or Overweight Without Diabetes Cureus,2024-08-27,news,effect semaglutide individual obesity overweight without diabetes cureus effect semaglutide individual obesity overweight without diabetes cureus,16
news_211,Semaglutide in Patients with HFpEF and Obesity - The Hospitalist. Semaglutide in Patients with HFpEF and Obesity The Hospitalist,2024-05-01,news,semaglutide patient hfpef obesity hospitalist semaglutide patient hfpef obesity hospitalist,10
news_212,Tirzepatide led to greater real-world weight loss than semaglutide for adults with obesity - Healio. Tirzepatide led to greater real-world weight loss than semaglutide for adults with obesity Healio,2024-07-08,news,tirzepatide led greater realworld weight loss semaglutide adult obesity healio tirzepatide led greater realworld weight loss semaglutide adult obesity healio,20
news_213,"As Ozempic use skyrockets, UCLA’s program for reducing obesity sees rapid growth - UCLA Health. As Ozempic use skyrockets, UCLA’s program for reducing obesity sees rapid growth UCLA Health",2024-02-22,news,ozempic use skyrocket uclas program reducing obesity see rapid growth ucla health ozempic use skyrocket uclas program reducing obesity see rapid growth ucla health,24
news_214,"Semaglutide Linked to Improved Exercise Capacity, Weight Loss in Patients With HFpEF and Obesity - The American Journal of Managed Care® (AJMC®). Semaglutide Linked to Improved Exercise Capacity, Weight Loss in Patients With HFpEF and Obesity The American Journal of Managed Care® (AJMC®)",2024-05-20,news,semaglutide linked improved exercise capacity weight loss patient hfpef obesity american journal managed care ajmc semaglutide linked improved exercise capacity weight loss patient hfpef obesity american journal managed care ajmc,30
news_215,Co-formulation of Semaglutide and Cagrilintide Shows Promise Against Diabetes and Obesity - Pharmacy Times. Co-formulation of Semaglutide and Cagrilintide Shows Promise Against Diabetes and Obesity Pharmacy Times,2024-11-29,news,coformulation semaglutide cagrilintide show promise diabetes obesity pharmacy time coformulation semaglutide cagrilintide show promise diabetes obesity pharmacy time,18
news_216,Semaglutide Aids Weight Loss in Those With IBD and Obesity - Medscape. Semaglutide Aids Weight Loss in Those With IBD and Obesity Medscape,2024-05-27,news,semaglutide aid weight loss ibd obesity medscape semaglutide aid weight loss ibd obesity medscape,14
news_217,It’s not just obesity. Drugs like Ozempic will change the world - The Economist. It’s not just obesity. Drugs like Ozempic will change the world The Economist,2024-10-24,news,obesity drug ozempic change world economist obesity drug ozempic change world economist,12
news_218,"SELECT: Semaglutide provides CV benefits for adults with obesity, regardless of HbA1c - Healio. SELECT: Semaglutide provides CV benefits for adults with obesity, regardless of HbA1c Healio",2024-06-26,news,select semaglutide provides benefit adult obesity regardless hbac healio select semaglutide provides benefit adult obesity regardless hbac healio,18
news_219,Wegovy for Obesity in Kids? - WebMD. Wegovy for Obesity in Kids? WebMD,2024-02-18,news,wegovy obesity kid webmd wegovy obesity kid webmd,8
news_220,Semaglutide CV Benefits Irrespective of Weight Lost? - Medscape. Semaglutide CV Benefits Irrespective of Weight Lost? Medscape,2024-05-14,news,semaglutide benefit irrespective weight lost medscape semaglutide benefit irrespective weight lost medscape,12
news_221,Efficacy of Different Doses and Forms of the GLP-1 Receptor Agonist Semaglutide in Weight Reduction Among Non-diabetic Obese or Overweight Populations - Cureus. Efficacy of Different Doses and Forms of the GLP-1 Receptor Agonist Semaglutide in Weight Reduction Among Non-diabetic Obese or Overweight Populations Cureus,2024-09-06,news,efficacy different dos form glp receptor agonist semaglutide weight reduction among nondiabetic obese overweight population cureus efficacy different dos form glp receptor agonist semaglutide weight reduction among nondiabetic obese overweight population cureus,32
news_222,Study Shows Weight Loss Drug Decreases Heart Disease Risk - Mass General Brigham. Study Shows Weight Loss Drug Decreases Heart Disease Risk Mass General Brigham,2024-04-25,news,study show weight loss drug decrease heart disease risk mass general brigham study show weight loss drug decrease heart disease risk mass general brigham,24
news_223,Visual Abstract: Semaglutide Imrpoves Weight Loss Gains and Pain Related to Knee Osteoarthritis in Patients with Obesity - 2 Minute Medicine. Visual Abstract: Semaglutide Imrpoves Weight Loss Gains and Pain Related to Knee Osteoarthritis in Patients with Obesity 2 Minute Medicine,2024-11-20,news,visual abstract semaglutide imrpoves weight loss gain pain related knee osteoarthritis patient obesity minute medicine visual abstract semaglutide imrpoves weight loss gain pain related knee osteoarthritis patient obesity minute medicine,30
news_224,People taking semaglutide had lower risk of suicidal thoughts - National Institutes of Health (NIH) | (.gov). People taking semaglutide had lower risk of suicidal thoughts National Institutes of Health (NIH) | (.gov),2024-01-23,news,people taking semaglutide lower risk suicidal thought national institute health nih gov people taking semaglutide lower risk suicidal thought national institute health nih gov,24
news_225,Therapy for HFpEF: A step forward brings new hope for people with obesity and diabetes - ScienceDirect.com. Therapy for HFpEF: A step forward brings new hope for people with obesity and diabetes ScienceDirect.com,2024-08-09,news,therapy hfpef step forward brings new hope people obesity diabetes sciencedirectcom therapy hfpef step forward brings new hope people obesity diabetes sciencedirectcom,22
news_226,Semaglutide 2.4 mg Reduces All-Cause Hospital Admissions - Medscape. Semaglutide 2.4 mg Reduces All-Cause Hospital Admissions Medscape,2024-11-04,news,semaglutide reduces allcause hospital admission medscape semaglutide reduces allcause hospital admission medscape,12
news_227,Semaglutide effects on safety and cardiovascular outcomes in patients with overweight or obesity: a systematic review and meta-analysis | International Journal of Obesity - Nature. Semaglutide effects on safety and cardiovascular outcomes in patients with overweight or obesity: a systematic review and meta-analysis | International Journal of Obesity Nature,2024-10-12,news,semaglutide effect safety cardiovascular outcome patient overweight obesity systematic review metaanalysis international journal obesity nature semaglutide effect safety cardiovascular outcome patient overweight obesity systematic review metaanalysis international journal obesity nature,30
news_228,ObesityWeek Roundup: Patients More Likely to Ration Weight-Loss Drugs - MedPage Today. ObesityWeek Roundup: Patients More Likely to Ration Weight-Loss Drugs MedPage Today,2024-11-12,news,obesityweek roundup patient likely ration weightloss drug medpage today obesityweek roundup patient likely ration weightloss drug medpage today,18
news_229,Semaglutide Has Similar Benefits in Women and Men With HFpEF - TCTMD.com. Semaglutide Has Similar Benefits in Women and Men With HFpEF TCTMD.com,2024-06-26,news,semaglutide similar benefit woman men hfpef tctmdcom semaglutide similar benefit woman men hfpef tctmdcom,14
news_230,Q&A: Phenotype test predicting semaglutide response could ‘change conversation’ on obesity - Healio. Q&A: Phenotype test predicting semaglutide response could ‘change conversation’ on obesity Healio,2024-07-09,news,phenotype test predicting semaglutide response could change conversation obesity healio phenotype test predicting semaglutide response could change conversation obesity healio,20
news_231,"Once-Weekly Semaglutide Reduces Knee Osteoarthritis Pain, Body Weight in Patients with Obesity, Suggesting Potential to Lower NSAID Use - Applied Clinical Trials Online. Once-Weekly Semaglutide Reduces Knee Osteoarthritis Pain, Body Weight in Patients with Obesity, Suggesting Potential to Lower NSAID Use Applied Clinical Trials Online",2024-11-06,news,onceweekly semaglutide reduces knee osteoarthritis pain body weight patient obesity suggesting potential lower nsaid use applied clinical trial online onceweekly semaglutide reduces knee osteoarthritis pain body weight patient obesity suggesting potential lower nsaid use applied clinical trial online,38
news_232,Semaglutide lowers cardiovascular risk regardless of blood sugar : Newsroom - UT Southwestern. Semaglutide lowers cardiovascular risk regardless of blood sugar : Newsroom UT Southwestern,2024-06-22,news,semaglutide lower cardiovascular risk regardless blood sugar newsroom southwestern semaglutide lower cardiovascular risk regardless blood sugar newsroom southwestern,18
news_233,Medicare Semaglutide Coverage: Millions May Gain Access That Could Cost $145 Billion - The American Journal of Managed Care® (AJMC®). Medicare Semaglutide Coverage: Millions May Gain Access That Could Cost $145 Billion The American Journal of Managed Care® (AJMC®),2024-08-26,news,medicare semaglutide coverage million may gain access could cost billion american journal managed care ajmc medicare semaglutide coverage million may gain access could cost billion american journal managed care ajmc,30
news_234,A New Tool in the Obesity Management Toolbox - Cleveland Clinic. A New Tool in the Obesity Management Toolbox Cleveland Clinic,2024-01-15,news,new tool obesity management toolbox cleveland clinic new tool obesity management toolbox cleveland clinic,14
news_235,The maintenance of long-term weight loss after semaglutide withdrawal in obese women with PCOS treated with metformin: a 2-year observational study - Frontiers. The maintenance of long-term weight loss after semaglutide withdrawal in obese women with PCOS treated with metformin: a 2-year observational study Frontiers,2024-04-10,news,maintenance longterm weight loss semaglutide withdrawal obese woman pcos treated metformin year observational study frontier maintenance longterm weight loss semaglutide withdrawal obese woman pcos treated metformin year observational study frontier,30
news_236,"Novo, with new results, to seek approval for obesity drug in MASH - BioPharma Dive. Novo, with new results, to seek approval for obesity drug in MASH BioPharma Dive",2024-11-01,news,novo new result seek approval obesity drug mash biopharma dive novo new result seek approval obesity drug mash biopharma dive,20
news_237,"Study: Unexpected Safety Signals Identified for Semaglutide in Diabetes, Obesity - Pharmacy Times. Study: Unexpected Safety Signals Identified for Semaglutide in Diabetes, Obesity Pharmacy Times",2024-07-15,news,study unexpected safety signal identified semaglutide diabetes obesity pharmacy time study unexpected safety signal identified semaglutide diabetes obesity pharmacy time,20
news_238,Diabetes drug tirzepatide linked to more significant weight loss than semaglutide - Cardiovascular Business. Diabetes drug tirzepatide linked to more significant weight loss than semaglutide Cardiovascular Business,2024-07-11,news,diabetes drug tirzepatide linked significant weight loss semaglutide cardiovascular business diabetes drug tirzepatide linked significant weight loss semaglutide cardiovascular business,20
news_239,RETRACTED ARTICLE: Effect of combined GLP-1 analogue and bupropion/naltrexone on weight loss: a retrospective cohort study | International Journal of Obesity - Nature. RETRACTED ARTICLE: Effect of combined GLP-1 analogue and bupropion/naltrexone on weight loss: a retrospective cohort study | International Journal of Obesity Nature,2024-05-09,news,retracted article effect combined glp analogue bupropionnaltrexone weight loss retrospective cohort study international journal obesity nature retracted article effect combined glp analogue bupropionnaltrexone weight loss retrospective cohort study international journal obesity nature,32
news_240,Real-world data reveal preventive potential of semaglutide for CV events - Healio. Real-world data reveal preventive potential of semaglutide for CV events Healio,2024-02-26,news,realworld data reveal preventive potential semaglutide event healio realworld data reveal preventive potential semaglutide event healio,16
